1,0,0,1,1,0,1,1,2,1,0,0,1,2,1,1,2,1,0,1,17,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,1,1,1,0,0,1,0,0,7,10,3,3,3,6,2,0,4,0,2,6,5,-2.94
0,0,2,2,1,1,1,2,0,3,0,3,0,0,0,3,1,0,0,1,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,2,0,1,1,1,0,1,0,0,1,0,7,13,4,5,3,3,5,0,5,1,1,8,5,1.26
0,2,1,2,1,2,0,1,1,1,0,0,1,0,0,2,1,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,2,0,1,0,0,1,1,0,0,0,0,1,0,0,0,6,9,4,2,1,2,4,2,2,2,2,5,4,1
2,0,0,1,1,1,2,0,0,0,0,0,1,4,1,0,0,3,0,0,16,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,7,9,4,3,1,5,3,0,5,1,2,4,4,-1.2
0,0,1,0,2,1,0,0,3,1,0,1,0,0,1,2,0,2,1,1,16,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,7,9,1,3,5,3,4,0,3,1,3,4,5,-1.92
1,0,1,2,0,0,0,0,0,1,0,2,0,1,1,0,1,1,0,1,12,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,4,8,4,2,3,3,0,0,3,0,0,5,4,-4.35
2,0,2,1,0,2,0,0,3,1,0,0,0,0,0,0,1,2,0,1,15,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,6,9,5,3,3,2,2,0,5,2,0,2,6,-1.41
1,0,0,4,0,0,0,1,0,2,0,0,0,4,2,2,1,0,0,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,4,13,5,3,2,5,2,0,4,0,0,7,6,-7.71
0,0,0,0,0,2,0,1,0,3,0,0,2,1,2,2,1,0,0,1,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,1,0,0,0,3,1,0,0,0,0,0,1,0,7,8,2,4,2,3,4,0,4,2,2,5,2,-0.3
0,0,1,0,0,2,0,1,2,0,1,0,1,1,0,0,2,1,0,1,13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,2,0,1,0,0,0,0,1,0,5,8,2,2,2,5,2,0,2,2,2,4,3,-0.41
2,0,1,1,2,0,0,0,1,0,0,0,2,2,0,1,1,1,1,0,15,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,1,1,0,0,2,0,0,8,7,6,1,1,5,2,0,3,0,5,4,3,0.68
2,0,0,3,1,1,1,0,2,0,0,0,1,0,1,0,3,2,0,0,17,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,0,0,0,0,2,0,0,0,1,0,0,0,0,6,11,6,2,3,4,2,0,4,1,2,3,7,-3.11
0,0,2,1,1,1,0,1,0,0,1,0,1,0,1,5,0,0,0,1,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,0,0,0,2,0,0,0,0,0,1,0,0,5,10,4,1,1,3,6,0,1,1,3,6,4,-1.9
2,0,0,0,2,0,0,0,3,0,0,2,1,1,1,0,0,2,1,0,15,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,2,8,7,3,2,6,3,1,0,4,0,4,3,4,-2.73
1,0,2,1,0,1,1,0,2,0,0,2,2,0,0,0,0,0,0,1,13,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,9,6,0,4,1,2,0,1,1,2,3,6,-5.9
0,0,0,1,2,2,6,0,0,2,0,0,1,0,1,1,2,2,0,0,20,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1,0,0,0,3,0,1,0,0,0,1,1,0,7,13,2,4,1,4,9,0,4,2,3,3,8,1.79
0,0,0,1,1,0,0,1,1,1,0,1,2,2,0,0,2,1,2,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,1,1,0,1,0,1,0,0,8,7,3,3,2,5,2,0,3,0,5,5,2,1.75
4,0,0,1,1,3,0,0,2,1,0,0,1,3,1,3,1,0,0,0,21,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7,14,6,1,3,5,6,0,5,3,2,7,4,-3.12
