12.5,0,0,18.75,0,12.5,0,0,25,0,0,0,0,12.5,12.5,0,6.25,0,0,0,0.40632,5.4933,0.41063,-0.63972,0.23765,0.36104,3.375,0.22108,1.0885,0.24704
6.6667,0,6.6667,6.6667,0,0,13.333,13.333,13.333,0,0,6.6667,0,6.6667,6.6667,0,20,0,0,0,0.020571,44.306,-0.050845,0.26726,0.25311,-0.048677,49.633,0.33384,-0.77928,0.25416
0,13.333,6.6667,0,13.333,6.6667,0,13.333,0,6.6667,0,0,6.6667,6.6667,13.333,6.6667,0,6.6667,0,0,-0.22421,37.242,-0.46879,-0.24738,0.26919,0.030642,23.698,0.30397,0.43486,0.25847
26.316,0,0,0,5.2632,15.789,0,0,0,0,0,0,10.526,0,10.526,0,0,31.579,0,0,0.053528,13.424,-0.082462,0.79514,0.16258,0.015765,55.507,0.11717,0.65518,0.16339
6.25,6.25,0,6.25,12.5,12.5,0,6.25,0,6.25,0,6.25,0,6.25,0,6.25,0,12.5,6.25,6.25,0.05535,64.259,0.38748,0.42772,0.32307,0.070786,72.931,0.17095,-0.078438,0.31769
0,0,6.6667,20,6.6667,0,0,6.6667,6.6667,0,6.6667,0,0,6.6667,0,13.333,13.333,6.6667,0,6.6667,-2.032,46.107,0.8459,0.10899,0.29032,-4.0557,29.778,0.58189,0.39041,0.28271
11.765,0,11.765,5.8824,0,17.647,0,5.8824,0,17.647,0,5.8824,0,5.8824,5.8824,0,0,11.765,0,0,-0.037194,20.793,0.44247,-0.16909,0.19584,-0.21383,5.712,0.34936,-0.049903,0.19878
5,0,5,20,10,0,5,10,5,5,0,0,5,0,10,10,0,10,0,0,0.036587,61.384,-0.068394,0.4223,0.23813,-0.13448,52.31,-0.80079,-0.22172,0.23453
0,0,0,6.25,12.5,12.5,0,12.5,6.25,12.5,0,6.25,0,0,6.25,18.75,0,6.25,0,0,-0.026153,56.073,-0.31672,-0.0017357,0.22774,-0.048139,57.228,0.14399,-0.30146,0.23001
22.222,0,0,5.5556,0,0,0,16.667,11.111,0,5.5556,5.5556,5.5556,5.5556,0,5.5556,11.111,5.5556,0,0,1.6248,30.418,0.67445,-0.45512,0.22669,2.3601,31.007,0.60869,-1.0883,0.22593
12.5,0,12.5,12.5,0,12.5,0,12.5,6.25,6.25,0,0,12.5,0,0,0,0,12.5,0,0,-0.051507,22.098,0.022164,-0.23062,0.20458,0.0027143,38.66,0.32574,0.053966,0.20435
0,0,0,0,0,5,5,5,30,0,0,10,5,10,5,5,0,20,0,0,0.040163,33.307,0.27416,0.17879,0.25504,-0.0468,26.022,0.29237,0.37811,0.2519
0,0,20,0,0,13.333,0,6.6667,6.6667,6.6667,0,0,0,6.6667,20,0,6.6667,0,0,13.333,0.25305,43.08,-0.48068,0.24308,0.24829,-0.16872,28.148,0.11758,-0.5625,0.24853
13.333,6.6667,0,0,6.6667,13.333,0,0,0,6.6667,0,0,6.6667,0,6.6667,13.333,13.333,6.6667,0,6.6667,0.00215,33.949,-0.24871,0.75021,0.20737,0.048535,17.81,0.79576,-0.21981,0.21273
16.667,0,8.3333,8.3333,0,25,0,0,0,16.667,0,0,8.3333,0,0,0,0,8.3333,0,8.3333,0.0498,4.9432,-0.077082,0.89667,0.19602,0.08544,50.937,-0.030455,0.5316,0.20141
0,0,6.6667,0,0,13.333,0,0,0,6.6667,6.6667,0,6.6667,20,6.6667,26.667,0,6.6667,0,0,-6.1645,5.0596,0.13899,0.5337,0.25237,-1.8941,2.9596,0.0065677,-0.64015,0.2542
0,12.5,0,12.5,0,0,12.5,6.25,0,6.25,0,6.25,12.5,0,6.25,6.25,12.5,6.25,0,0,-0.086303,36.736,-0.54453,0.22419,0.27624,-0.093282,49.202,0.028302,0.20354,0.2794
0,0,23.077,0,7.6923,7.6923,0,7.6923,0,15.385,0,0,7.6923,15.385,0,7.6923,0,0,0,7.6923,0.014525,27.178,0.49997,0.025168,0.2702,-0.045814,49.877,0.15412,-0.2879,0.26301
7.1429,0,0,7.1429,0,14.286,7.1429,0,0,14.286,0,0,7.1429,7.1429,7.1429,14.286,0,7.1429,7.1429,0,-0.1785,23.535,-0.35328,-0.53416,0.26698,-0.12713,3.1029,-0.22651,0.17449,0.23492
5,0,5,0,5,5,5,15,5,10,0,5,5,5,5,5,10,10,0,0,-0.16277,64.751,0.18805,-0.37326,0.21806,-0.079506,34.767,0.036892,-0.032554,0.22255
6.6667,0,0,6.6667,0,13.333,0,20,0,6.6667,0,6.6667,0,0,0,13.333,6.6667,0,6.6667,13.333,0.081068,36.247,-0.23731,-0.074005,0.27678,0.080954,62.45,-0.44608,-0.40766,0.28641
5.8824,0,5.8824,0,0,11.765,0,11.765,0,11.765,0,5.8824,11.765,5.8824,5.8824,5.8824,0,5.8824,0,11.765,0.083188,59.875,-0.22913,0.09464,0.22507,-0.095353,34.49,0.3194,0.13075,0.22062
6.25,0,0,18.75,0,12.5,0,6.25,12.5,25,6.25,6.25,0,0,6.25,0,0,0,0,0,-8.6177,42.585,0.66995,0.76867,0.24149,-0.73791,31.357,0.48112,0.60443,0.23695
0,0,0,13.333,6.6667,13.333,0,0,6.6667,13.333,13.333,0,0,6.6667,6.6667,13.333,0,0,0,6.6667,-5.4026,24.412,0.071066,1.1379,0.29895,-7.4702,50.697,0.22687,0.63636,0.29636
13.333,0,6.6667,0,0,0,6.6667,0,6.6667,6.6667,6.6667,6.6667,0,20,0,0,6.6667,20,0,0,-4.0336,2.2946,0.26146,0.23572,0.27086,-1.0044,106.9,0.32635,-0.33075,0.25929
0,0,0,5.8824,5.8824,5.8824,0,0,11.765,5.8824,5.8824,17.647,11.765,0,0,5.8824,5.8824,5.8824,0,11.765,2.1574,38.015,0.057592,-0.58529,0.27114,-1.5545,36.952,0.22328,0.8175,0.2841
12.5,6.25,18.75,0,0,6.25,0,0,12.5,18.75,0,6.25,0,0,0,0,6.25,12.5,0,0,-0.15325,46.335,0.69835,0.14693,0.23219,-0.030793,58.44,0.75424,0.15512,0.23589
0,0,8.3333,16.667,8.3333,0,0,8.3333,8.3333,8.3333,0,0,16.667,0,0,8.3333,8.3333,0,8.3333,0,-0.063082,58.087,0.41574,0.82344,0.31123,-0.073695,56.469,-0.67925,-0.25888,0.31834
0,0,17.647,5.8824,0,0,5.8824,0,17.647,17.647,0,11.765,0,0,5.8824,0,0,11.765,5.8824,0,0.063444,47.419,0.018248,0.69375,0.27685,-0.14093,33.515,-0.32001,0.021229,0.28771
7.1429,7.1429,7.1429,0,0,0,0,7.1429,7.1429,21.429,14.286,7.1429,7.1429,0,0,7.1429,7.1429,0,0,0,4.7068,41.845,0.98411,-0.020088,0.30539,4.9476,77.297,0.80871,0.010661,0.29697
0,0,0,7.1429,0,14.286,0,21.429,7.1429,21.429,0,7.1429,0,0,7.1429,0,14.286,0,0,0,-0.051881,62.417,0.71158,-0.71844,0.20474,-0.41019,70.493,0.56079,-0.27827,0.20499
0,0,12.5,6.25,0,6.25,6.25,12.5,0,12.5,0,12.5,0,0,6.25,12.5,6.25,6.25,0,0,-0.12212,43.191,0.17943,-0.35771,0.23255,0.061421,57.244,0.41328,0.093221,0.23663
5,0,0,10,5,25,10,0,0,10,5,0,5,5,10,5,5,0,0,0,-2.1779,28.64,-0.14477,0.22818,0.24873,1.862,3.4728,0.087375,-0.91968,0.24051
0,0,0,0,0,0,0,26.667,0,0,20,0,0,6.6667,0,0,0,46.667,0,0,156.47,199.12,1.2758,-0.12935,0.27783,168.54,214.27,1.3505,-0.15539,0.28087
18.75,6.25,0,12.5,6.25,0,0,6.25,18.75,0,0,0,0,0,6.25,6.25,6.25,6.25,0,6.25,-0.14397,10.659,0.14045,-0.56577,0.25606,0.030661,22.441,-0.0085528,-0.50434,0.25362
0,0,18.182,9.0909,0,0,9.0909,0,9.0909,0,9.0909,0,9.0909,0,9.0909,9.0909,0,9.0909,9.0909,0,-10.873,36.323,-0.93131,0.2026,0.3559,-5.7831,18.623,0.067102,0.15869,0.36904
16.667,8.3333,0,8.3333,0,8.3333,0,8.3333,0,8.3333,8.3333,8.3333,8.3333,0,8.3333,0,0,0,0,8.3333,1.0886,4.7073,-0.0031352,-0.42359,0.29225,3.9084,-1.5245,-0.43433,-1.0125,0.28419
13.333,0,0,0,0,6.6667,0,0,0,26.667,0,6.6667,6.6667,0,0,6.6667,20,6.6667,0,6.6667,0.054957,81.937,0.15761,0.11788,0.18724,-0.0019077,68.38,0.93521,0.58208,0.19482
0,0,14.286,7.1429,7.1429,0,7.1429,0,14.286,28.571,0,0,0,0,7.1429,7.1429,0,0,0,7.1429,-0.1164,67.557,-0.64842,0.40113,0.27279,0.13537,74.368,-0.25661,-0.16422,0.27574
6.25,0,0,12.5,0,0,0,6.25,12.5,31.25,0,0,0,6.25,6.25,6.25,6.25,6.25,0,0,-0.12113,39.034,0.74689,0.72212,0.21501,0.11567,79.52,0.77933,0.40192,0.21844
6.6667,6.6667,0,0,20,6.6667,0,20,0,0,6.6667,0,0,6.6667,0,0,6.6667,13.333,6.6667,0,1.031,119.52,-0.077409,0.077349,0.3312,3.2082,130.27,-0.22981,0.12744,0.34779
5.8824,17.647,0,5.8824,0,5.8824,0,11.765,0,17.647,0,5.8824,5.8824,5.8824,0,5.8824,5.8824,0,0,5.8824,-0.025784,58.819,0.18261,-0.0023163,0.28388,0.060837,15.678,0.37964,-0.1368,0.27164
13.333,0,20,0,0,13.333,0,6.6667,13.333,13.333,0,0,6.6667,0,0,6.6667,6.6667,0,0,0,-0.0027929,6.875,0.36495,-0.48888,0.21534,0.041031,40.61,0.3308,0.12304,0.21698
0,0,20,13.333,13.333,0,0,13.333,20,0,0,0,0,6.6667,0,13.333,0,0,0,0,-0.1298,11.425,0.47218,0.79291,0.28541,0.10235,30.463,0.28278,1.1761,0.28639
0,6.6667,0,13.333,0,0,0,13.333,20,26.667,0,6.6667,0,6.6667,0,0,0,0,0,6.6667,-0.18777,48.084,0.61587,0.953,0.28011,-0.24717,30.832,0.5217,0.72742,0.28215
16.667,0,5.5556,11.111,0,5.5556,0,16.667,5.5556,5.5556,0,0,5.5556,0,0,5.5556,5.5556,16.667,0,0,0.016429,59.515,0.54313,-0.49177,0.19341,0.16953,34.664,0.61534,0.39997,0.19299
0,0,7.1429,7.1429,14.286,0,0,7.1429,0,7.1429,0,0,0,0,28.571,7.1429,0,7.1429,0,14.286,0.047858,73.642,0.21608,0.45684,0.26578,-0.42451,77.874,0.43916,0.1405,0.26012
0,7.6923,0,7.6923,0,7.6923,7.6923,0,15.385,15.385,0,0,7.6923,7.6923,0,15.385,0,0,7.6923,0,-0.0515,29.913,-0.53588,-0.23685,0.33882,-0.082877,23.14,-0.91668,-0.91291,0.36416
0,6.6667,0,0,0,6.6667,6.6667,6.6667,6.6667,13.333,6.6667,20,0,6.6667,0,6.6667,0,6.6667,0,6.6667,-1.9798,49.77,0.30508,0.32709,0.31333,-0.84516,37.121,0.40146,0.32784,0.30962
13.333,6.6667,6.6667,6.6667,6.6667,6.6667,6.6667,6.6667,0,13.333,0,0,0,6.6667,0,6.6667,6.6667,6.6667,0,0,-0.092446,40.539,0.056994,-0.22179,0.23228,0.16965,52.135,-0.048732,-0.15045,0.23615
7.6923,7.6923,0,0,7.6923,7.6923,0,0,7.6923,15.385,0,7.6923,15.385,0,0,0,15.385,0,0,7.6923,-0.020721,79.178,0.59549,0.62617,0.24972,-0.086282,41.578,0.34251,-0.097722,0.24403
11.765,0,0,5.8824,0,17.647,0,11.765,0,5.8824,0,0,0,0,0,11.765,0,29.412,5.8824,0,0.18895,77.447,0.23578,0.52151,0.21151,0.17594,34.296,0.24854,0.47325,0.21636
0,0,0,20,13.333,0,0,0,13.333,6.6667,0,20,0,6.6667,13.333,0,0,0,0,6.6667,0.0588,11.211,-0.043664,0.99862,0.30278,-0.050346,13.656,-0.27466,0.38066,0.30525
0,6.25,18.75,0,0,6.25,6.25,0,6.25,6.25,0,6.25,12.5,6.25,0,6.25,6.25,6.25,0,6.25,0.04426,20.014,-0.14278,-0.64702,0.26812,0.024068,3.7611,0.27505,0.49457,0.27734
6.25,0,12.5,25,6.25,0,0,6.25,0,6.25,0,6.25,12.5,6.25,0,0,6.25,6.25,0,0,0.027847,34.928,-0.10117,0.28307,0.2459,0.091068,22.995,-0.23965,0.037786,0.24654
0,0,0,26.667,0,6.6667,6.6667,6.6667,0,6.6667,6.6667,33.333,0,0,0,0,0,6.6667,0,0,-1.6323,54.071,-0.084433,0.16091,0.27935,-1.8098,43.08,0.075347,-0.0088491,0.2782
0,0,6.25,6.25,0,25,12.5,0,0,0,12.5,6.25,6.25,0,12.5,0,6.25,0,0,6.25,1.4291,33.92,0.4042,-0.99869,0.28974,138.8,41.408,0.18695,0.40499,0.30331
15.385,0,7.6923,0,0,0,0,0,7.6923,7.6923,0,7.6923,0,0,0,30.769,15.385,7.6923,0,0,0.0026,5.97,0.84478,0.55491,0.20109,-0.13075,23.207,0.9379,-0.86707,0.19741
6.6667,0,13.333,13.333,0,6.6667,0,0,0,20,0,13.333,0,6.6667,0,0,0,13.333,0,6.6667,-0.010607,59.959,0.1863,-0.57396,0.23431,-0.089115,49.486,0.13256,-0.016679,0.2419
12.5,0,0,0,6.25,6.25,0,25,0,25,0,6.25,6.25,0,0,6.25,0,6.25,0,0,0.33924,79.139,0.27907,0.026953,0.19078,0.3571,118.9,0.35886,0.72576,0.1888
12.5,6.25,0,6.25,0,0,0,6.25,12.5,6.25,6.25,6.25,0,6.25,12.5,0,6.25,6.25,6.25,0,-4.5803,23.286,-0.26829,0.57454,0.35064,0.060671,42.365,-0.51175,-0.80404,0.35152
5.5556,11.111,0,5.5556,0,5.5556,0,5.5556,5.5556,5.5556,5.5556,11.111,0,22.222,0,11.111,5.5556,0,0,0,-0.47032,2.4485,0.50224,0.39348,0.31043,-4.7504,20.447,0.59668,0.54328,0.31692
15.789,0,0,0,0,15.789,0,5.2632,5.2632,5.2632,5.2632,0,0,0,42.105,0,5.2632,0,0,0,1.5782,16.711,0.27952,-0.82734,0.18335,0.058094,19.201,-0.13781,0.5492,0.18675
0,0,0,0,0,13.333,0,6.6667,13.333,13.333,13.333,0,6.6667,13.333,0,6.6667,13.333,0,0,0,2.225,35.592,0.64456,0.39369,0.27384,-0.74415,54.965,0.53798,-0.14048,0.27111
