5.8824,0,0,5.8824,5.8824,0,5.8824,5.8824,11.765,5.8824,0,0,5.8824,11.765,5.8824,5.8824,11.765,5.8824,0,5.8824,0.028313,66.935,-0.24171,-0.34054,0.25784,0.00531,54.337,-0.23662,0.50082,0.24807
0,0,10,10,5,5,5,10,0,15,0,15,0,0,0,15,5,0,0,5,0.059168,57.771,-0.079387,-0.059447,0.24833,-0.0032556,47.612,0.33482,-0.057294,0.25139
0,13.333,6.6667,13.333,6.6667,13.333,0,6.6667,6.6667,6.6667,0,0,6.6667,0,0,13.333,6.6667,0,0,0,-0.061468,3.58,-0.079702,-0.25387,0.27688,-0.071085,21.43,0.39733,-0.27184,0.27948
12.5,0,0,6.25,6.25,6.25,12.5,0,0,0,0,0,6.25,25,6.25,0,0,18.75,0,0,0.01272,30.67,-0.54437,-0.38074,0.25903,-0.23015,51.1,0.13412,-0.72053,0.25011
0,0,6.25,0,12.5,6.25,0,0,18.75,6.25,0,6.25,0,0,6.25,12.5,0,12.5,6.25,6.25,-0.15404,28.889,-0.58706,-0.43664,0.28185,-0.10983,61.775,-0.13527,0.32851,0.2854
8.3333,0,8.3333,16.667,0,0,0,0,0,8.3333,0,16.667,0,8.3333,8.3333,0,8.3333,8.3333,0,8.3333,0.060464,31.055,-0.15501,-0.28438,0.25315,-0.13001,16.649,0.12948,-0.50445,0.25634
13.333,0,13.333,6.6667,0,13.333,0,0,20,6.6667,0,0,0,0,0,0,6.6667,13.333,0,6.6667,-0.053571,39.53,0.54827,-1.1955,0.23022,-0.19128,14.513,0.26192,0.58638,0.22997
5.8824,0,0,23.529,0,0,0,5.8824,0,11.765,0,0,0,23.529,11.765,11.765,5.8824,0,0,0,-0.11252,9.0813,0.18118,0.30092,0.24636,0.13097,20.082,0.29525,0.91917,0.24329
0,0,0,0,0,13.333,0,6.6667,0,20,0,0,13.333,6.6667,13.333,13.333,6.6667,0,0,6.6667,0.20329,38.964,-0.33746,-0.25329,0.2055,0.31752,38.185,0.26884,0.88683,0.20758
0,0,7.6923,0,0,15.385,0,7.6923,15.385,0,7.6923,0,7.6923,7.6923,0,0,15.385,7.6923,0,7.6923,0.5828,82.053,0.032261,-0.15608,0.27124,0.43334,70.512,-0.047993,-0.63213,0.25641
13.333,0,6.6667,6.6667,13.333,0,0,0,6.6667,0,0,0,13.333,13.333,0,6.6667,6.6667,6.6667,6.6667,0,-0.13629,38.136,-0.63654,-0.83459,0.28813,0.067419,18.261,0.021788,0.47271,0.31369
11.765,0,0,17.647,5.8824,5.8824,5.8824,0,11.765,0,0,0,5.8824,0,5.8824,0,17.647,11.765,0,0,0.00066875,28.483,0.53874,-0.17423,0.21866,-0.11146,68.297,0.22497,-0.50382,0.22121
0,0,13.333,6.6667,6.6667,6.6667,0,6.6667,0,0,6.6667,0,6.6667,0,6.6667,33.333,0,0,0,6.6667,0.97022,4.0393,0.086908,-0.58236,0.24658,-6.0727,22.072,-0.55613,0.37943,0.25177
13.333,0,0,0,13.333,0,0,0,20,0,0,13.333,6.6667,6.6667,6.6667,0,0,13.333,6.6667,0,0.076475,40.477,0.63558,-0.68711,0.3021,-0.081188,44.815,-0.016974,-0.078978,0.30512
7.6923,0,15.385,7.6923,0,7.6923,7.6923,0,15.385,0,0,15.385,15.385,0,0,0,0,0,0,7.6923,0.09885,22.606,0.49248,0.56674,0.27855,0.017709,8.5927,-0.46111,-0.69254,0.28229
0,0,0,5,10,10,30,0,0,10,0,0,5,0,5,5,10,10,0,0,0.12994,128.04,0.23301,0.10767,0.26609,0.18949,126.68,0.72786,0.032375,0.26539
0,0,0,6.6667,6.6667,0,0,6.6667,6.6667,6.6667,0,6.6667,13.333,13.333,0,0,13.333,6.6667,13.333,0,0.013946,72.825,-0.15475,-0.36544,0.31069,-0.36999,46.406,-0.40842,-0.059083,0.34042
19.048,0,0,4.7619,4.7619,14.286,0,0,9.5238,4.7619,0,0,4.7619,14.286,4.7619,14.286,4.7619,0,0,0,0.10234,12.783,0.301,0.78793,0.21345,-0.064558,11.684,0.26753,-1.0638,0.20764
5,0,0,5,5,25,0,5,5,0,0,0,15,0,15,5,5,5,0,5,-0.072376,29.014,-0.18978,-0.64787,0.20474,-0.051347,19.208,-0.49663,0.39651,0.20804
0,0,7.1429,7.1429,0,7.1429,0,7.1429,14.286,0,0,0,7.1429,7.1429,7.1429,7.1429,7.1429,14.286,0,7.1429,0.25206,56.683,0.02709,0.54339,0.24424,0.14183,43.53,-0.18387,0.40677,0.24125
